Country|Name|lat|lng|Altitude
Greece|Athens|37.97505626|23.72463226|70.0
Greece|Paiania|37.95015371|23.85623522|166.0
Greece|Artemida|37.97167326|24.00761604|9
Greece|Chalkida|38.46118361|23.59713078|12
Greece|Atalanti|38.65012584|22.99266815|217
Greece|Volos|39.35553794|22.95455933|1
Greece|Larisa|39.6416526|22.41622925|83
Greece|Kerkyra|39.61878033|19.92121696|10
Greece|Grevena|40.08122375|21.44599915|575
